state_id,cluster_id,state,embedding
280,7,"('HelpSeek', 'HelpSeek', 'ChartLogic')",-0.7756723165512085;0.3095826208591461
281,8,"('HelpSeek', 'HelpSeek', 'DataBind')",-0.8273087739944458;-0.2793433666229248
282,13,"('HelpSeek', 'HelpSeek', 'DataParse')",-0.7717801332473755;-0.36983975768089294
283,14,"('HelpSeek', 'HelpSeek', 'ErrorHandle')",-0.8780547380447388;-0.12202666699886322
284,6,"('HelpSeek', 'HelpSeek', 'HelpSeek')",-0.8497986197471619;0.21432726085186005
285,4,"('HelpSeek', 'HelpSeek', 'ParamAdjust')",-0.7205989360809326;0.36530154943466187
286,3,"('HelpSeek', 'HelpSeek', 'SampleExplore')",-0.8610402941703796;-0.059730514883995056
287,0,"('HelpSeek', 'HelpSeek', 'SessionInit')",-0.7245908379554749;-0.007193845696747303
288,18,"('HelpSeek', 'HelpSeek', 'StyleEdit')",-0.8057401180267334;0.1783512979745865
289,7,"('HelpSeek', 'ParamAdjust', 'ChartLogic')",-0.7405638694763184;0.3337244689464569
290,11,"('HelpSeek', 'ParamAdjust', 'DataBind')",-0.6070674061775208;0.06365792453289032
291,18,"('HelpSeek', 'ParamAdjust', 'DataParse')",-0.5712540149688721;0.0737907737493515
292,6,"('HelpSeek', 'ParamAdjust', 'HelpSeek')",-0.8472974896430969;0.2915249764919281
293,4,"('HelpSeek', 'ParamAdjust', 'ParamAdjust')",-0.6765279769897461;0.3609069585800171
294,3,"('HelpSeek', 'ParamAdjust', 'SampleExplore')",-0.6996161341667175;0.3517945110797882
295,0,"('HelpSeek', 'ParamAdjust', 'SessionInit')",-0.7785417437553406;0.10247372835874557
296,18,"('HelpSeek', 'ParamAdjust', 'StyleEdit')",-0.822013258934021;0.17457948625087738
297,7,"('HelpSeek', 'SampleExplore', 'ChartLogic')",-0.6996161341667175;0.3517945110797882
298,11,"('HelpSeek', 'SampleExplore', 'DataBind')",-0.8672603964805603;-0.12091141939163208
299,13,"('HelpSeek', 'SampleExplore', 'DataParse')",-0.813025176525116;-0.2877463698387146
300,10,"('HelpSeek', 'SampleExplore', 'ErrorHandle')",-0.7913789749145508;0.22298564016819
301,14,"('HelpSeek', 'SampleExplore', 'HelpSeek')",-0.8929353952407837;0.055635981261730194
302,11,"('HelpSeek', 'SampleExplore', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
303,3,"('HelpSeek', 'SampleExplore', 'SampleExplore')",-0.8015625476837158;-0.14455124735832214
304,5,"('HelpSeek', 'SampleExplore', 'SessionInit')",-0.5718613266944885;-0.08599691838026047
305,18,"('HelpSeek', 'SampleExplore', 'StyleEdit')",-0.805273711681366;0.23988498747348785
306,6,"('HelpSeek', 'SessionInit', 'ChartLogic')",-0.8103485107421875;0.2843427360057831
307,6,"('HelpSeek', 'SessionInit', 'DataBind')",-0.8068734407424927;-0.05793852359056473
308,12,"('HelpSeek', 'SessionInit', 'DataParse')",-0.8657765984535217;0.07165492326021194
309,6,"('HelpSeek', 'SessionInit', 'HelpSeek')",-0.8076152205467224;0.31339967250823975
310,4,"('HelpSeek', 'SessionInit', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
311,5,"('HelpSeek', 'SessionInit', 'SessionInit')",-0.7171838879585266;-0.05777417868375778
312,17,"('HelpSeek', 'SessionInit', 'StyleEdit')",-0.7629442811012268;0.11642783880233765
313,7,"('HelpSeek', 'StyleEdit', 'ChartLogic')",-0.7519012689590454;0.3387112319469452
314,11,"('HelpSeek', 'StyleEdit', 'DataBind')",-0.8387033939361572;-0.17231248319149017
315,15,"('HelpSeek', 'StyleEdit', 'DataParse')",-0.7979725003242493;-0.34556347131729126
316,8,"('HelpSeek', 'StyleEdit', 'ErrorHandle')",-0.885101854801178;-0.07553835213184357
317,18,"('HelpSeek', 'StyleEdit', 'HelpSeek')",-0.8189039826393127;0.17277836799621582
318,4,"('HelpSeek', 'StyleEdit', 'ParamAdjust')",-0.66294926404953;0.346251904964447
319,3,"('HelpSeek', 'StyleEdit', 'SampleExplore')",-0.810664176940918;-0.11256273835897446
320,5,"('HelpSeek', 'StyleEdit', 'SessionInit')",-0.6683966517448425;-0.07650738209486008
321,16,"('HelpSeek', 'StyleEdit', 'StyleEdit')",-0.8146101832389832;0.16016915440559387
322,7,"('ParamAdjust', 'ChartLogic', 'ChartLogic')",-0.8042120337486267;0.2713668942451477
323,11,"('ParamAdjust', 'ChartLogic', 'DataBind')",-0.6070674061775208;0.06365792453289032
324,5,"('ParamAdjust', 'ChartLogic', 'DataParse')",-0.5712540149688721;0.0737907737493515
325,6,"('ParamAdjust', 'ChartLogic', 'HelpSeek')",-0.6914753913879395;0.21645939350128174
326,7,"('ParamAdjust', 'ChartLogic', 'ParamAdjust')",-0.7264942526817322;0.2733922004699707
327,3,"('ParamAdjust', 'ChartLogic', 'SampleExplore')",-0.6996161341667175;0.3517945110797882
328,5,"('ParamAdjust', 'ChartLogic', 'SessionInit')",-0.5718613266944885;-0.08599691838026047
329,18,"('ParamAdjust', 'ChartLogic', 'StyleEdit')",-0.7159580588340759;0.178360715508461
330,9,"('ParamAdjust', 'DataBind', 'DataBind')",-0.7529363632202148;-0.4695347547531128
331,3,"('ParamAdjust', 'DataBind', 'DataParse')",-0.6996161341667175;0.3517945110797882
332,1,"('ParamAdjust', 'DataBind', 'ErrorHandle')",-0.6295194625854492;-0.3428827226161957
333,6,"('ParamAdjust', 'DataBind', 'ParamAdjust')",-0.8097792267799377;0.01907833106815815
334,3,"('ParamAdjust', 'DataBind', 'SampleExplore')",-0.7600031495094299;-0.16733013093471527
335,3,"('ParamAdjust', 'DataBind', 'StyleEdit')",-0.6996161341667175;0.3517945110797882
336,7,"('ParamAdjust', 'DataParse', 'ChartLogic')",-0.6996161341667175;0.3517945110797882
337,19,"('ParamAdjust', 'DataParse', 'DataParse')",-0.811481773853302;-0.11989437788724899
338,14,"('ParamAdjust', 'DataParse', 'HelpSeek')",-0.7905213832855225;0.27493876218795776
339,4,"('ParamAdjust', 'DataParse', 'ParamAdjust')",-0.7107713222503662;0.2680788040161133
340,13,"('ParamAdjust', 'DataParse', 'SessionInit')",-0.5718613266944885;-0.08599691838026047
341,6,"('ParamAdjust', 'DataParse', 'StyleEdit')",-0.6996161341667175;0.3517945110797882
342,6,"('ParamAdjust', 'ErrorHandle', 'DataParse')",-0.6996161341667175;0.3517945110797882
343,13,"('ParamAdjust', 'ErrorHandle', 'ErrorHandle')",-0.7905081510543823;-0.3063172399997711
344,4,"('ParamAdjust', 'ErrorHandle', 'HelpSeek')",-0.6281778812408447;0.35998815298080444
345,18,"('ParamAdjust', 'ErrorHandle', 'StyleEdit')",-0.5712540149688721;0.0737907737493515
346,7,"('ParamAdjust', 'HelpSeek', 'ChartLogic')",-0.750212550163269;0.3268735408782959
347,11,"('ParamAdjust', 'HelpSeek', 'DataBind')",-0.7086380124092102;0.15831486880779266
348,13,"('ParamAdjust', 'HelpSeek', 'DataParse')",-0.8126527667045593;-0.20615501701831818
349,8,"('ParamAdjust', 'HelpSeek', 'ErrorHandle')",-0.8225193023681641;-0.03775911033153534
350,6,"('ParamAdjust', 'HelpSeek', 'HelpSeek')",-0.8114898204803467;0.35189053416252136
351,4,"('ParamAdjust', 'HelpSeek', 'ParamAdjust')",-0.6953217387199402;0.3688177466392517
352,3,"('ParamAdjust', 'HelpSeek', 'SampleExplore')",-0.6856231689453125;-0.2753722667694092
353,5,"('ParamAdjust', 'HelpSeek', 'SessionInit')",-0.5718613266944885;-0.08599691838026047
354,18,"('ParamAdjust', 'HelpSeek', 'StyleEdit')",-0.7751936912536621;0.17258569598197937
355,7,"('ParamAdjust', 'ParamAdjust', 'ChartLogic')",-0.7702133655548096;0.32344016432762146
356,11,"('ParamAdjust', 'ParamAdjust', 'DataBind')",-0.748123288154602;0.044044129550457
357,8,"('ParamAdjust', 'ParamAdjust', 'DataParse')",-0.824891209602356;0.02649408020079136
358,2,"('ParamAdjust', 'ParamAdjust', 'ErrorHandle')",-0.8137113451957703;-0.31210899353027344
359,7,"('ParamAdjust', 'ParamAdjust', 'HelpSeek')",-0.7960084676742554;0.3460772633552551
360,4,"('ParamAdjust', 'ParamAdjust', 'ParamAdjust')",-0.661467432975769;0.3637741804122925
361,3,"('ParamAdjust', 'ParamAdjust', 'SampleExplore')",-0.818951427936554;-0.09584444016218185
362,12,"('ParamAdjust', 'ParamAdjust', 'SessionInit')",-0.7768545746803284;0.07821029424667358
363,18,"('ParamAdjust', 'ParamAdjust', 'StyleEdit')",-0.810518205165863;0.27037513256073
364,19,"('ParamAdjust', 'SampleExplore', 'DataBind')",-0.6414414644241333;-0.46244391798973083
365,10,"('ParamAdjust', 'SampleExplore', 'ErrorHandle')",-0.8314201831817627;0.07495241612195969
366,14,"('ParamAdjust', 'SampleExplore', 'HelpSeek')",-0.891803503036499;-0.04881785437464714
367,17,"('ParamAdjust', 'SampleExplore', 'StyleEdit')",-0.5712540149688721;0.0737907737493515
368,11,"('ParamAdjust', 'SessionInit', 'DataBind')",-0.6996161341667175;0.3517945110797882
369,9,"('ParamAdjust', 'SessionInit', 'ErrorHandle')",-0.6414414644241333;-0.46244391798973083
370,4,"('ParamAdjust', 'SessionInit', 'HelpSeek')",-0.6281778812408447;0.35998815298080444
371,6,"('ParamAdjust', 'SessionInit', 'ParamAdjust')",-0.6996161341667175;0.3517945110797882
372,5,"('ParamAdjust', 'SessionInit', 'SessionInit')",-0.5712540149688721;0.0737907737493515
373,17,"('ParamAdjust', 'SessionInit', 'StyleEdit')",-0.5712540149688721;0.0737907737493515
374,7,"('ParamAdjust', 'StyleEdit', 'ChartLogic')",-0.6713390350341797;0.1454351246356964
375,9,"('ParamAdjust', 'StyleEdit', 'DataBind')",-0.6414414644241333;-0.46244391798973083
376,7,"('ParamAdjust', 'StyleEdit', 'DataParse')",-0.6960344910621643;0.31441667675971985
377,18,"('ParamAdjust', 'StyleEdit', 'HelpSeek')",-0.7254126667976379;0.18970412015914917
378,4,"('ParamAdjust', 'StyleEdit', 'ParamAdjust')",-0.707020103931427;0.3437995910644531
379,3,"('ParamAdjust', 'StyleEdit', 'SampleExplore')",-0.6295194625854492;-0.3428827226161957
380,5,"('ParamAdjust', 'StyleEdit', 'SessionInit')",-0.6938531994819641;-0.03971115127205849
381,18,"('ParamAdjust', 'StyleEdit', 'StyleEdit')",-0.8349139094352722;0.21047043800354004
382,3,"('SampleExplore', 'ChartLogic', 'ChartLogic')",-0.8498535752296448;0.11191574484109879
383,11,"('SampleExplore', 'ChartLogic', 'DataBind')",-0.6070674061775208;0.06365792453289032
384,7,"('SampleExplore', 'ChartLogic', 'HelpSeek')",-0.6928485631942749;0.20486854016780853
385,9,"('SampleExplore', 'DataBind', 'DataBind')",-0.7509684562683105;-0.4907298982143402
386,19,"('SampleExplore', 'DataBind', 'DataParse')",-0.7365672588348389;-0.4285889267921448
387,1,"('SampleExplore', 'DataBind', 'ErrorHandle')",-0.686448872089386;-0.39351537823677063
388,8,"('SampleExplore', 'DataBind', 'HelpSeek')",-0.6070674061775208;0.06365792453289032
389,9,"('SampleExplore', 'DataParse', 'DataBind')",-0.6414414644241333;-0.46244391798973083
390,13,"('SampleExplore', 'DataParse', 'DataParse')",-0.7796543836593628;-0.342322438955307
391,14,"('SampleExplore', 'DataParse', 'ErrorHandle')",-0.8069941401481628;0.09325800836086273
392,15,"('SampleExplore', 'DataParse', 'HelpSeek')",-0.7776955366134644;-0.2170109748840332
393,4,"('SampleExplore', 'DataParse', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
394,18,"('SampleExplore', 'DataParse', 'StyleEdit')",-0.7905213832855225;0.27493876218795776
395,7,"('SampleExplore', 'ErrorHandle', 'ChartLogic')",-0.6468412280082703;0.23337188363075256
396,9,"('SampleExplore', 'ErrorHandle', 'DataBind')",-0.8021344542503357;-0.3987959027290344
397,6,"('SampleExplore', 'ErrorHandle', 'DataParse')",-0.8639622330665588;-0.00026470725424587727
398,8,"('SampleExplore', 'ErrorHandle', 'ErrorHandle')",-0.884101390838623;0.09797367453575134
399,1,"('SampleExplore', 'ErrorHandle', 'HelpSeek')",-0.82785564661026;-0.18792645633220673
400,4,"('SampleExplore', 'ErrorHandle', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
401,10,"('SampleExplore', 'ErrorHandle', 'SampleExplore')",-0.7946246266365051;0.15852417051792145
402,12,"('SampleExplore', 'ErrorHandle', 'SessionInit')",-0.7843168377876282;-0.06731311231851578
403,18,"('SampleExplore', 'ErrorHandle', 'StyleEdit')",-0.7623420357704163;0.22575616836547852
404,7,"('SampleExplore', 'HelpSeek', 'ChartLogic')",-0.7391584515571594;0.32434210181236267
405,9,"('SampleExplore', 'HelpSeek', 'DataBind')",-0.7841382026672363;-0.2748010754585266
406,13,"('SampleExplore', 'HelpSeek', 'DataParse')",-0.7954131960868835;-0.30864217877388
407,14,"('SampleExplore', 'HelpSeek', 'ErrorHandle')",-0.8610061407089233;-0.03733187913894653
408,14,"('SampleExplore', 'HelpSeek', 'HelpSeek')",-0.8921442627906799;0.11575692892074585
409,4,"('SampleExplore', 'HelpSeek', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
410,3,"('SampleExplore', 'HelpSeek', 'SampleExplore')",-0.7392942309379578;-0.21324071288108826
411,0,"('SampleExplore', 'HelpSeek', 'SessionInit')",-0.7762877941131592;-0.14320117235183716
412,18,"('SampleExplore', 'HelpSeek', 'StyleEdit')",-0.8129914402961731;0.2376624196767807
413,7,"('SampleExplore', 'ParamAdjust', 'ChartLogic')",-0.5464155077934265;0.16629548370838165
414,4,"('SampleExplore', 'ParamAdjust', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
415,10,"('SampleExplore', 'SampleExplore', 'ErrorHandle')",-0.8032873868942261;0.13896897435188293
416,1,"('SampleExplore', 'SampleExplore', 'HelpSeek')",-0.8310872316360474;-0.23966826498508453
417,3,"('SampleExplore', 'SampleExplore', 'SampleExplore')",-0.7119404077529907;-0.12299792468547821
418,10,"('SampleExplore', 'SampleExplore', 'StyleEdit')",-0.6996161341667175;0.3517945110797882
419,0,"('SampleExplore', 'SessionInit', 'SessionInit')",-0.6800588369369507;-0.22015908360481262
420,17,"('SampleExplore', 'SessionInit', 'StyleEdit')",-0.5712540149688721;0.0737907737493515
421,7,"('SampleExplore', 'StyleEdit', 'DataParse')",-0.5464155077934265;0.16629548370838165
422,18,"('SampleExplore', 'StyleEdit', 'HelpSeek')",-0.741497814655304;0.11584010720252991
423,5,"('SampleExplore', 'StyleEdit', 'SessionInit')",-0.5718613266944885;-0.08599691838026047
424,16,"('SampleExplore', 'StyleEdit', 'StyleEdit')",-0.6496692299842834;0.10637100040912628
425,0,"('SessionInit',)",-0.6019299626350403;-0.08171132951974869
426,7,"('SessionInit', 'ChartLogic', 'ChartLogic')",-0.7367501854896545;0.34238868951797485
427,11,"('SessionInit', 'ChartLogic', 'DataBind')",-0.6070674061775208;0.06365792453289032
428,19,"('SessionInit', 'ChartLogic', 'DataParse')",-0.7286038398742676;-0.26295971870422363
429,7,"('SessionInit', 'ChartLogic', 'HelpSeek')",-0.6233424544334412;0.21661941707134247
430,4,"('SessionInit', 'ChartLogic', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
431,5,"('SessionInit', 'ChartLogic', 'SessionInit')",-0.5712540149688721;0.0737907737493515
432,12,"('SessionInit', 'ChartLogic', 'StyleEdit')",-0.7890003323554993;-0.22864660620689392
433,9,"('SessionInit', 'DataBind', 'DataBind')",-0.7543835043907166;-0.4726979434490204
434,13,"('SessionInit', 'DataBind', 'DataParse')",-0.6414414644241333;-0.46244391798973083
435,1,"('SessionInit', 'DataBind', 'ErrorHandle')",-0.756497859954834;-0.48352041840553284
436,14,"('SessionInit', 'DataBind', 'HelpSeek')",-0.7392145395278931;0.11671297252178192
437,12,"('SessionInit', 'DataParse')",-0.7893478870391846;-0.08757510036230087
438,7,"('SessionInit', 'DataParse', 'ChartLogic')",-0.6996161341667175;0.3517945110797882
439,9,"('SessionInit', 'DataParse', 'DataBind')",-0.6713025569915771;-0.4743998944759369
440,15,"('SessionInit', 'DataParse', 'DataParse')",-0.7461610436439514;-0.3976256847381592
441,12,"('SessionInit', 'DataParse', 'ErrorHandle')",-0.682009756565094;-0.11539960652589798
442,6,"('SessionInit', 'DataParse', 'HelpSeek')",-0.8338185548782349;0.2954067885875702
443,5,"('SessionInit', 'DataParse', 'SessionInit')",-0.799156665802002;-0.17555083334445953
444,16,"('SessionInit', 'DataParse', 'StyleEdit')",-0.7940970063209534;0.03363671898841858
445,1,"('SessionInit', 'ErrorHandle')",-0.6295194625854492;-0.3428827226161957
446,15,"('SessionInit', 'ErrorHandle', 'DataParse')",-0.8627210855484009;-0.14790017902851105
447,14,"('SessionInit', 'ErrorHandle', 'ErrorHandle')",-0.8179694414138794;0.07438726723194122
448,8,"('SessionInit', 'ErrorHandle', 'HelpSeek')",-0.7340258359909058;-0.2760567367076874
449,5,"('SessionInit', 'ErrorHandle', 'SessionInit')",-0.6280385851860046;0.05592130124568939
450,9,"('SessionInit', 'ErrorHandle', 'StyleEdit')",-0.6414414644241333;-0.46244391798973083
451,7,"('SessionInit', 'HelpSeek', 'ChartLogic')",-0.6878560185432434;0.2654033303260803
452,13,"('SessionInit', 'HelpSeek', 'DataParse')",-0.7990056276321411;-0.331301748752594
453,6,"('SessionInit', 'HelpSeek', 'HelpSeek')",-0.8384314775466919;0.22644278407096863
454,4,"('SessionInit', 'HelpSeek', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
455,3,"('SessionInit', 'HelpSeek', 'SampleExplore')",-0.7731536030769348;-0.10751573741436005
456,12,"('SessionInit', 'HelpSeek', 'SessionInit')",-0.670162558555603;-0.053850118070840836
457,18,"('SessionInit', 'HelpSeek', 'StyleEdit')",-0.8314270973205566;0.21176722645759583
458,16,"('SessionInit', 'ParamAdjust', 'HelpSeek')",-0.5712540149688721;0.0737907737493515
459,4,"('SessionInit', 'ParamAdjust', 'ParamAdjust')",-0.7291221022605896;0.31907886266708374
460,19,"('SessionInit', 'SampleExplore', 'DataBind')",-0.6414414644241333;-0.46244391798973083
461,10,"('SessionInit', 'SampleExplore', 'ErrorHandle')",-0.7460210919380188;-0.17467378079891205
462,12,"('SessionInit', 'SampleExplore', 'SessionInit')",-0.5712540149688721;0.0737907737493515
463,5,"('SessionInit', 'SessionInit')",-0.7125304341316223;-0.00017020851373672485
464,13,"('SessionInit', 'SessionInit', 'ChartLogic')",-0.7889575958251953;-0.28458622097969055
465,9,"('SessionInit', 'SessionInit', 'DataBind')",-0.81003737449646;-0.32436588406562805
466,12,"('SessionInit', 'SessionInit', 'DataParse')",-0.8353319764137268;-0.19245490431785583
467,12,"('SessionInit', 'SessionInit', 'ErrorHandle')",-0.7491054534912109;-0.17175519466400146
468,6,"('SessionInit', 'SessionInit', 'HelpSeek')",-0.8468409180641174;0.13264982402324677
469,4,"('SessionInit', 'SessionInit', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
470,13,"('SessionInit', 'SessionInit', 'SampleExplore')",-0.7129045128822327;-0.30575233697891235
471,5,"('SessionInit', 'SessionInit', 'SessionInit')",-0.7309165000915527;-0.021819783374667168
472,17,"('SessionInit', 'SessionInit', 'StyleEdit')",-0.6695034503936768;0.04611801728606224
473,17,"('SessionInit', 'StyleEdit')",-0.7190136909484863;-0.03313443064689636
474,13,"('SessionInit', 'StyleEdit', 'ChartLogic')",-0.6724338531494141;-0.43422242999076843
475,11,"('SessionInit', 'StyleEdit', 'DataBind')",-0.7887436151504517;0.04565654695034027
476,12,"('SessionInit', 'StyleEdit', 'DataParse')",-0.8570424914360046;-0.10217291116714478
477,12,"('SessionInit', 'StyleEdit', 'ErrorHandle')",-0.7284306287765503;-0.2252233475446701
478,18,"('SessionInit', 'StyleEdit', 'HelpSeek')",-0.8172808885574341;0.1606365144252777
479,4,"('SessionInit', 'StyleEdit', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
480,3,"('SessionInit', 'StyleEdit', 'SampleExplore')",-0.8134822845458984;0.03549562394618988
481,5,"('SessionInit', 'StyleEdit', 'SessionInit')",-0.7815800309181213;-0.05649692192673683
482,16,"('SessionInit', 'StyleEdit', 'StyleEdit')",-0.8242619037628174;-0.23286385834217072
483,0,"('StyleEdit',)",-0.7126283645629883;-0.05749586597084999
484,7,"('StyleEdit', 'ChartLogic', 'ChartLogic')",-0.8441275954246521;0.23424206674098969
485,11,"('StyleEdit', 'ChartLogic', 'DataBind')",-0.7330142259597778;-0.08164815604686737
486,15,"('StyleEdit', 'ChartLogic', 'DataParse')",-0.6414414644241333;-0.46244391798973083
487,2,"('StyleEdit', 'ChartLogic', 'ErrorHandle')",-0.6414414644241333;-0.46244391798973083
488,7,"('StyleEdit', 'ChartLogic', 'HelpSeek')",-0.7111151814460754;0.2063932567834854
489,4,"('StyleEdit', 'ChartLogic', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
490,3,"('StyleEdit', 'ChartLogic', 'SampleExplore')",-0.8303045630455017;-0.09252652525901794
491,9,"('StyleEdit', 'ChartLogic', 'SessionInit')",-0.6414414644241333;-0.46244391798973083
492,18,"('StyleEdit', 'ChartLogic', 'StyleEdit')",-0.7895965576171875;0.3089408874511719
493,7,"('StyleEdit', 'DataBind', 'ChartLogic')",-0.6996161341667175;0.3517945110797882
494,9,"('StyleEdit', 'DataBind', 'DataBind')",-0.7499041557312012;-0.4615551829338074
495,13,"('StyleEdit', 'DataBind', 'DataParse')",-0.6739956736564636;-0.440927118062973
496,1,"('StyleEdit', 'DataBind', 'ErrorHandle')",-0.7834201455116272;-0.38767778873443604
497,6,"('StyleEdit', 'DataBind', 'HelpSeek')",-0.7974403500556946;0.10306574404239655
498,4,"('StyleEdit', 'DataBind', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
499,3,"('StyleEdit', 'DataBind', 'SampleExplore')",-0.791268527507782;-0.0377386100590229
500,9,"('StyleEdit', 'DataBind', 'SessionInit')",-0.8097792267799377;0.01907833106815815
501,17,"('StyleEdit', 'DataBind', 'StyleEdit')",-0.7404993176460266;0.09446640312671661
502,12,"('StyleEdit', 'DataParse')",-0.5712540149688721;0.0737907737493515
503,7,"('StyleEdit', 'DataParse', 'ChartLogic')",-0.6996161341667175;0.3517945110797882
504,9,"('StyleEdit', 'DataParse', 'DataBind')",-0.675064742565155;-0.46539071202278137
505,13,"('StyleEdit', 'DataParse', 'DataParse')",-0.7315515279769897;-0.3934612572193146
506,1,"('StyleEdit', 'DataParse', 'ErrorHandle')",-0.8199291229248047;-0.38144251704216003
507,6,"('StyleEdit', 'DataParse', 'HelpSeek')",-0.8469951152801514;0.193332239985466
508,4,"('StyleEdit', 'DataParse', 'ParamAdjust')",-0.6696085929870605;0.34902048110961914
509,3,"('StyleEdit', 'DataParse', 'SampleExplore')",-0.8233778476715088;0.12880489230155945
510,12,"('StyleEdit', 'DataParse', 'SessionInit')",-0.797977864742279;-0.027674565091729164
511,18,"('StyleEdit', 'DataParse', 'StyleEdit')",-0.8037786483764648;0.08493100106716156
512,7,"('StyleEdit', 'ErrorHandle', 'ChartLogic')",-0.6996161341667175;0.3517945110797882
513,9,"('StyleEdit', 'ErrorHandle', 'DataBind')",-0.6414414644241333;-0.46244391798973083
514,19,"('StyleEdit', 'ErrorHandle', 'DataParse')",-0.8569944500923157;-0.2813143730163574
515,8,"('StyleEdit', 'ErrorHandle', 'ErrorHandle')",-0.8946762084960938;-0.13614912331104279
516,14,"('StyleEdit', 'ErrorHandle', 'HelpSeek')",-0.9081544876098633;-0.05308538302779198
517,4,"('StyleEdit', 'ErrorHandle', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
518,10,"('StyleEdit', 'ErrorHandle', 'SampleExplore')",-0.7499655485153198;0.2700519263744354
519,5,"('StyleEdit', 'ErrorHandle', 'SessionInit')",-0.5718613266944885;-0.08599691838026047
520,17,"('StyleEdit', 'ErrorHandle', 'StyleEdit')",-0.815106213092804;-0.05053336173295975
521,16,"('StyleEdit', 'HelpSeek')",-0.7283269762992859;0.08400583267211914
522,7,"('StyleEdit', 'HelpSeek', 'ChartLogic')",-0.8210031986236572;0.27501195669174194
523,11,"('StyleEdit', 'HelpSeek', 'DataBind')",-0.8327664732933044;-0.20881205797195435
524,19,"('StyleEdit', 'HelpSeek', 'DataParse')",-0.7932061553001404;-0.3646206259727478
525,14,"('StyleEdit', 'HelpSeek', 'ErrorHandle')",-0.8823934197425842;-0.049891695380210876
526,6,"('StyleEdit', 'HelpSeek', 'HelpSeek')",-0.8518264889717102;0.21914556622505188
527,4,"('StyleEdit', 'HelpSeek', 'ParamAdjust')",-0.7377564311027527;0.35405272245407104
528,3,"('StyleEdit', 'HelpSeek', 'SampleExplore')",-0.8385517001152039;-0.12795045971870422
529,5,"('StyleEdit', 'HelpSeek', 'SessionInit')",-0.6981906294822693;-0.03193996846675873
530,18,"('StyleEdit', 'HelpSeek', 'StyleEdit')",-0.8540723919868469;0.17249567806720734
531,7,"('StyleEdit', 'ParamAdjust', 'ChartLogic')",-0.6996161341667175;0.3517945110797882
532,11,"('StyleEdit', 'ParamAdjust', 'DataBind')",-0.7114983797073364;0.07934413105249405
533,6,"('StyleEdit', 'ParamAdjust', 'HelpSeek')",-0.6996161341667175;0.3517945110797882
534,4,"('StyleEdit', 'ParamAdjust', 'ParamAdjust')",-0.6647668480873108;0.35985785722732544
535,2,"('StyleEdit', 'ParamAdjust', 'SessionInit')",-0.6295194625854492;-0.3428827226161957
536,17,"('StyleEdit', 'ParamAdjust', 'StyleEdit')",-0.7951020002365112;0.17224885523319244
537,7,"('StyleEdit', 'SampleExplore', 'ChartLogic')",-0.7409452795982361;0.26165223121643066
538,11,"('StyleEdit', 'SampleExplore', 'DataBind')",-0.7461383938789368;-0.040477119386196136
539,19,"('StyleEdit', 'SampleExplore', 'DataParse')",-0.762942373752594;-0.06014769524335861
540,10,"('StyleEdit', 'SampleExplore', 'ErrorHandle')",-0.813254177570343;0.11704345047473907
541,14,"('StyleEdit', 'SampleExplore', 'HelpSeek')",-0.8893982172012329;0.1131412461400032
542,4,"('StyleEdit', 'SampleExplore', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
543,3,"('StyleEdit', 'SampleExplore', 'SampleExplore')",-0.6295194625854492;-0.3428827226161957
544,0,"('StyleEdit', 'SampleExplore', 'SessionInit')",-0.5718613266944885;-0.08599691838026047
545,18,"('StyleEdit', 'SampleExplore', 'StyleEdit')",-0.7845197319984436;0.3177335560321808
546,0,"('StyleEdit', 'SessionInit')",-0.6381908655166626;-0.06704813241958618
547,7,"('StyleEdit', 'SessionInit', 'ChartLogic')",-0.825849711894989;0.12966401875019073
548,11,"('StyleEdit', 'SessionInit', 'DataBind')",-0.7414726614952087;0.0943700298666954
549,12,"('StyleEdit', 'SessionInit', 'DataParse')",-0.8556570410728455;-0.14962202310562134
550,13,"('StyleEdit', 'SessionInit', 'ErrorHandle')",-0.7739554047584534;-0.3183739185333252
551,6,"('StyleEdit', 'SessionInit', 'HelpSeek')",-0.8397641181945801;0.21631234884262085
552,4,"('StyleEdit', 'SessionInit', 'ParamAdjust')",-0.6281778812408447;0.35998815298080444
553,3,"('StyleEdit', 'SessionInit', 'SampleExplore')",-0.7600031495094299;-0.16733013093471527
554,5,"('StyleEdit', 'SessionInit', 'SessionInit')",-0.7661152482032776;-0.08220605552196503
555,17,"('StyleEdit', 'SessionInit', 'StyleEdit')",-0.8230023384094238;-0.030651750043034554
556,5,"('StyleEdit', 'StyleEdit')",-0.61818528175354;-0.07362466305494308
557,7,"('StyleEdit', 'StyleEdit', 'ChartLogic')",-0.7729023694992065;0.32947853207588196
